"ID";"ARCHIP";"ISLAND";"LONG";"LAT";"Realm";"Area";"Dist";"SLMP";"Elev";"Lat";"pop";"static_modif";"modif_change";"GDP";"connect";"CP";"TSFI";"SR_nat";"FD_nat";"SES_FD_nat";"PD_nat";"SES_PD_nat";"SR_alien";"FD_alien";"SES_FD_alien";"PD_alien";"SES_PD_alien"
"15318";"West Indies";NA;-77,235371;26,422766;"Panamanian";-0,764234015225657;-1,14768103167833;0,0693720989170734;-1,6234644109763;0,0441559861231082;0,0226326701851205;-0,714831169063784;-0,317785623107429;-1,47000753957289;0,175089041014231;NA;NA;1,06297778060974;0,682876725128265;-0,112365299219392;0,94057720839422;-0,399458109558057;-0,963321382214601;-2,14835869662377;0,193953017394751;-0,814808777563616;0,716895156653096
"15461";"West Indies";NA;-77,824709;26,545128;"Panamanian";-0,864117773045348;-1,38548291918995;0,255055215992179;-1,43887621051969;0,0540362208315414;-0,16233151783685;-0,743420704283032;-0,317785623107429;-1,47000753957289;0,519883754043083;NA;NA;0,902979057981847;0,576759673206623;0,294008047810351;0,661407792510346;-1,13153689115394;-0,963321382214601;-1,36272848454678;0,197212896272751;-0,554588208670489;1,45637233712226
"15505";"West Indies";NA;-78,751526;26,567895;"Panamanian";-0,973026349173824;-1,92683470652848;0,0852877946663682;-1,43887621051969;0,055874563647178;0,232362565108043;1,55722350075938;-0,317785623107429;-0,0263296755445419;-0,0434282559378816;NA;NA;1,06297778060974;0,626040446915333;0,224987414362804;0,885629968976107;-0,727232285833183;-0,615672508560102;-1,08897206101266;-0,558097579409718;-0,433528291432872;0,680234902597975
"15509";"West Indies";NA;-78,777219;26,565356;"Panamanian";-0,62441060463046;-1,94688449420219;0,0799825627499366;-1,43887621051969;0,0556695497055564;0,107159541390828;1,30364119705625;-0,317785623107429;0,0882054769321047;-0,0434282559378816;NA;NA;1,33545585868558;0,673726928265919;0,0129084489507512;1,14766181076353;-0,546714288795423;-0,615672508560102;-1,08897206101266;-0,159391942092781;-0,433528291432872;0,753511418627717
"15515";"West Indies";"Big Cross Cay";-77,817977;26,571652;"Panamanian";-1,15306467993155;-1,38304398604781;0,255055215992179;-1,6234644109763;0,0561779261437013;-0,108726730682956;-0,74359190145608;-0,317785623107429;-1,47000753957289;0,519883754043083;NA;NA;0,902979057981847;0,576759673206623;-0,0380601320799884;0,661407792510346;-0,966716671154622;-0,963321382214601;-1,36272848454678;0,244647683951814;-0,554588208670489;1,42683501839777
"15522";"West Indies";NA;-78,757539;26,562032;"Panamanian";-0,545211643390388;-1,93151614924225;0,0799825627499366;-1,12332059758886;0,0554011502010463;0,369587491211414;1,59377359233114;-0,317785623107429;0,123052990653979;-0,0434282559378816;NA;NA;1,33545585868558;0,673726928265919;-0,0529101270928902;1,14766181076353;-0,530906852353426;-0,615672508560102;-1,08897206101266;-0,630376907134827;-0,433528291432872;0,710111373629819
"15527";"West Indies";NA;-78,789696;26,575859;"Panamanian";-0,757415279211195;-1,95718304719812;0,0852877946663682;-1,43887621051969;0,0565176243132179;0,315049488357679;1,05861862859187;-0,317785623107429;-0,255022293487713;-0,0434282559378816;NA;NA;1,33545585868558;0,673726928265919;0,0625361269884175;1,14766181076353;-0,661842796992817;-0,615672508560102;-1,08897206101266;-0,779161470499493;-0,433528291432872;0,686785602119154
"15535";"West Indies";NA;-77,842756;26,559652;"Panamanian";-0,413590133659115;-1,39383845711975;0,244444752159316;-1,43887621051969;0,0552089748638823;0,302910099897952;-0,743335105696508;-0,317785623107429;-0,594317603677348;0,519883754043083;NA;NA;1,06297778060974;0,626040446915333;-0,0458144734370734;0,89163993928308;-0,458986959222318;-0,963321382214601;-1,36272848454678;0,0962327894409127;-0,554588208670489;1,53848496036938
"15579";"West Indies";NA;-78,662714;26,611194;"Panamanian";-0,837829749329923;-1,86160595892665;0,0905930265827998;-1,43887621051969;0,0593707821025846;0,0973453697247994;1,24920124772826;-0,317785623107429;-0,328649551775293;-0,0434282559378816;NA;NA;1,33545585868558;0,673726928265919;-0,232023001994099;1,14766181076353;-0,601577828604079;-0,615672508560102;-1,08897206101266;-0,170502717937792;-0,433528291432872;0,667224074950804
"15583";"West Indies";"Lightbourn's Cay";-77,860534;26,591988;"Panamanian";-0,0863611986195637;-1,40309276727895;0,244444752159316;-1,12332059758886;0,0578199755792344;0,128504028237138;-0,743420704283032;-0,317785623107429;-0,49972851146922;0,519883754043083;NA;NA;1,07570326609749;0,626040446915333;0,0101984804253374;0,895382499595911;-0,608055141389207;-0,963321382214601;-1,36272848454678;-0,0487921167856953;-0,554588208670489;1,48751153821337
